jobNumber,StartTime,EndTime,JobLength,ElapsedTime
134,1/1/2020 12:00:00 AM,1/1/2020 6:10:34 AM,15796,22234,307
818,1/1/2020 1:19:49 AM,1/1/2020 6:11:00 AM,14108,17471,1987
1052,1/1/2020 2:35:03 AM,1/1/2020 6:12:52 AM,9447,13069,489
1149,1/1/2020 3:12:17 AM,1/1/2020 6:14:17 AM,5867,10920,1279
778,1/1/2020 1:11:38 AM,1/1/2020 6:14:17 AM,16684,18159,1307
214,1/1/2020 12:00:00 AM,1/1/2020 6:14:36 AM,15035,22476,510
371,1/1/2020 12:00:00 AM,1/1/2020 6:16:15 AM,15996,22575,930
872,1/1/2020 1:37:11 AM,1/1/2020 6:17:05 AM,11161,16794,1374
229,1/1/2020 12:00:00 AM,1/1/2020 6:20:01 AM,15388,22801,544
572,1/1/2020 12:00:00 AM,1/1/2020 6:20:16 AM,14814,22816,1612
1070,1/1/2020 2:40:58 AM,1/1/2020 6:20:32 AM,8529,13174,1647
8,1/1/2020 12:00:00 AM,1/1/2020 6:20:42 AM,15376,22842,17
211,1/1/2020 12:00:00 AM,1/1/2020 6:20:46 AM,16940,22846,504
1006,1/1/2020 2:21:44 AM,1/1/2020 6:20:50 AM,12384,14346,382
20,1/1/2020 12:00:00 AM,1/1/2020 6:22:52 AM,15375,22972,47
331,1/1/2020 12:00:00 AM,1/1/2020 6:23:39 AM,15904,23019,815
781,1/1/2020 1:12:00 AM,1/1/2020 6:24:17 AM,15915,18737,1366
1035,1/1/2020 2:28:06 AM,1/1/2020 6:25:27 AM,9667,14241,2436
782,1/1/2020 1:12:00 AM,1/1/2020 6:26:11 AM,14601,18851,1384
488,1/1/2020 12:00:00 AM,1/1/2020 6:26:12 AM,16285,23172,1294
802,1/1/2020 1:18:14 AM,1/1/2020 6:26:41 AM,14736,18507,1705
279,1/1/2020 12:00:00 AM,1/1/2020 6:27:27 AM,13770,23247,674
1169,1/1/2020 3:20:45 AM,1/1/2020 6:28:17 AM,7724,11252,1222
299,1/1/2020 12:00:00 AM,1/1/2020 6:28:21 AM,14385,23301,728
856,1/1/2020 1:30:18 AM,1/1/2020 6:29:16 AM,16577,17938,1501
37,1/1/2020 12:00:00 AM,1/1/2020 6:29:37 AM,15891,23377,87
184,1/1/2020 12:00:00 AM,1/1/2020 6:29:37 AM,15242,23377,432
352,1/1/2020 12:00:00 AM,1/1/2020 6:30:11 AM,15009,23411,880
90,1/1/2020 12:00:00 AM,1/1/2020 6:31:02 AM,15014,23462,211
1014,1/1/2020 2:23:56 AM,1/1/2020 6:32:01 AM,11737,14885,2167
254,1/1/2020 12:00:00 AM,1/1/2020 6:32:03 AM,16232,23523,608
535,1/1/2020 12:00:00 AM,1/1/2020 6:33:37 AM,15439,23617,1461
1183,1/1/2020 3:25:07 AM,1/1/2020 6:33:57 AM,6372,11330,277
491,1/1/2020 12:00:00 AM,1/1/2020 6:35:41 AM,15519,23741,1302
994,1/1/2020 2:19:09 AM,1/1/2020 6:36:08 AM,11493,15419,1773
1200,1/1/2020 3:29:46 AM,1/1/2020 6:36:59 AM,5737,11233,701
906,1/1/2020 1:45:54 AM,1/1/2020 6:37:04 AM,15184,17470,1262
370,1/1/2020 12:00:00 AM,1/1/2020 6:37:58 AM,15894,23878,928
210,1/1/2020 12:00:00 AM,1/1/2020 6:38:11 AM,17691,23891,500
245,1/1/2020 12:00:00 AM,1/1/2020 6:38:52 AM,17940,23932,582
803,1/1/2020 1:18:14 AM,1/1/2020 6:38:59 AM,17374,19245,1762
1075,1/1/2020 2:43:12 AM,1/1/2020 6:40:13 AM,8744,14221,1548
443,1/1/2020 12:00:00 AM,1/1/2020 6:41:54 AM,17446,24114,1150
698,1/1/2020 12:00:00 AM,1/1/2020 6:42:10 AM,17010,24130,2176
126,1/1/2020 12:00:00 AM,1/1/2020 6:44:51 AM,17413,24291,290
1157,1/1/2020 3:13:55 AM,1/1/2020 6:45:43 AM,4759,12708,1655
834,1/1/2020 1:25:59 AM,1/1/2020 6:46:12 AM,14324,19213,548
570,1/1/2020 12:00:00 AM,1/1/2020 6:46:34 AM,17055,24394,1608
837,1/1/2020 1:26:01 AM,1/1/2020 6:46:41 AM,15568,19240,2091
1249,1/1/2020 3:49:52 AM,1/1/2020 6:47:07 AM,4956,10635,2122
1033,1/1/2020 2:27:46 AM,1/1/2020 6:47:39 AM,10460,15593,1885
338,1/1/2020 12:00:00 AM,1/1/2020 6:49:33 AM,16698,24573,836
399,1/1/2020 12:00:00 AM,1/1/2020 6:50:24 AM,17850,24624,1009
7,1/1/2020 12:00:00 AM,1/1/2020 6:50:31 AM,16864,24631,15
666,1/1/2020 12:00:00 AM,1/1/2020 6:51:23 AM,11753,24683,2014
340,1/1/2020 12:00:00 AM,1/1/2020 6:51:37 AM,17461,24697,840
258,1/1/2020 12:00:00 AM,1/1/2020 6:53:38 AM,13285,24818,620
1041,1/1/2020 2:30:40 AM,1/1/2020 6:53:44 AM,10693,15784,2118
543,1/1/2020 12:00:00 AM,1/1/2020 6:54:03 AM,16391,24843,1494
490,1/1/2020 12:00:00 AM,1/1/2020 6:55:37 AM,17733,24937,1299
997,1/1/2020 2:20:19 AM,1/1/2020 6:57:11 AM,14570,16612,1819
54,1/1/2020 12:00:00 AM,1/1/2020 6:57:30 AM,17152,25050,126
58,1/1/2020 12:00:00 AM,1/1/2020 7:01:12 AM,16467,25272,134
1067,1/1/2020 2:39:31 AM,1/1/2020 7:01:37 AM,9033,15726,2532
263,1/1/2020 12:00:00 AM,1/1/2020 7:02:04 AM,17443,25324,632
410,1/1/2020 12:00:00 AM,1/1/2020 7:02:16 AM,17545,25336,1045
401,1/1/2020 12:00:00 AM,1/1/2020 7:04:09 AM,16013,25449,1016
776,1/1/2020 1:11:26 AM,1/1/2020 7:05:17 AM,17829,21231,1232
1123,1/1/2020 3:01:41 AM,1/1/2020 7:06:00 AM,10004,14659,131
1141,1/1/2020 3:08:38 AM,1/1/2020 7:07:05 AM,10504,14307,261
971,1/1/2020 2:14:31 AM,1/1/2020 7:07:52 AM,13979,17601,1257
1045,1/1/2020 2:31:24 AM,1/1/2020 7:10:21 AM,12314,16737,944
1132,1/1/2020 3:05:45 AM,1/1/2020 7:14:08 AM,9327,14903,547
1133,1/1/2020 3:06:07 AM,1/1/2020 7:15:35 AM,10779,14968,639
715,1/1/2020 12:00:00 AM,1/1/2020 7:19:33 AM,17837,26373,2282
871,1/1/2020 1:36:32 AM,1/1/2020 7:21:17 AM,16747,20685,1882
1036,1/1/2020 2:29:52 AM,1/1/2020 7:25:11 AM,11879,17719,2525
145,1/1/2020 12:00:00 AM,1/1/2020 7:25:38 AM,17041,26738,342
963,1/1/2020 2:12:50 AM,1/1/2020 7:25:56 AM,15526,18786,564
1316,1/1/2020 4:20:43 AM,1/1/2020 7:26:13 AM,4129,11130,1219
1171,1/1/2020 3:21:15 AM,1/1/2020 7:26:42 AM,9190,14727,1759
71,1/1/2020 12:00:00 AM,1/1/2020 7:27:36 AM,17870,26856,166
965,1/1/2020 2:13:31 AM,1/1/2020 7:28:31 AM,16415,18900,1125
996,1/1/2020 2:19:30 AM,1/1/2020 7:30:08 AM,14334,18638,852
653,1/1/2020 12:00:00 AM,1/1/2020 7:32:21 AM,14152,27141,1948
70,1/1/2020 12:00:00 AM,1/1/2020 7:33:16 AM,12864,27196,164
328,1/1/2020 12:00:00 AM,1/1/2020 7:36:46 AM,10505,27406,804
714,1/1/2020 12:00:00 AM,1/1/2020 7:37:36 AM,12736,27456,2280
1212,1/1/2020 3:32:15 AM,1/1/2020 7:38:28 AM,9400,14773,1318
923,1/1/2020 1:54:05 AM,1/1/2020 7:39:06 AM,12973,20701,2186
1327,1/1/2020 4:23:57 AM,1/1/2020 7:39:11 AM,7073,11714,19
1334,1/1/2020 4:25:56 AM,1/1/2020 7:43:05 AM,6610,11829,1502
1342,1/1/2020 4:26:41 AM,1/1/2020 7:44:29 AM,6755,11868,379
522,1/1/2020 12:00:00 AM,1/1/2020 7:47:04 AM,17122,28024,1415
161,1/1/2020 12:00:00 AM,1/1/2020 7:47:37 AM,16305,28057,381
405,1/1/2020 12:00:00 AM,1/1/2020 7:48:18 AM,14312,28098,1028
1278,1/1/2020 4:04:53 AM,1/1/2020 7:49:35 AM,6457,13482,170
919,1/1/2020 1:52:37 AM,1/1/2020 7:54:23 AM,16670,21706,1771
673,1/1/2020 12:00:00 AM,1/1/2020 7:56:07 AM,14852,28567,2046
913,1/1/2020 1:50:56 AM,1/1/2020 7:56:31 AM,16265,21935,362
1156,1/1/2020 3:13:55 AM,1/1/2020 7:57:32 AM,11156,17017,1643
1230,1/1/2020 3:41:36 AM,1/1/2020 7:58:27 AM,11440,15411,487
234,1/1/2020 12:00:00 AM,1/1/2020 7:59:47 AM,14502,28787,555
1403,1/1/2020 4:53:52 AM,1/1/2020 8:01:54 AM,5441,11282,1544
1030,1/1/2020 2:27:05 AM,1/1/2020 8:06:27 AM,15196,20362,1063
628,1/1/2020 12:00:00 AM,1/1/2020 8:12:28 AM,16397,29548,1829
1287,1/1/2020 4:08:46 AM,1/1/2020 8:13:33 AM,10710,14687,385
482,1/1/2020 12:00:00 AM,1/1/2020 8:16:25 AM,16623,29785,1276
156,1/1/2020 12:00:00 AM,1/1/2020 8:18:33 AM,15244,29913,368
1396,1/1/2020 4:49:14 AM,1/1/2020 8:19:56 AM,6081,12642,2123
1134,1/1/2020 3:06:07 AM,1/1/2020 8:24:33 AM,14945,19106,668
1205,1/1/2020 3:30:23 AM,1/1/2020 8:28:12 AM,13169,17869,299
1439,1/1/2020 5:50:04 AM,1/1/2020 8:30:24 AM,4510,9620,1789
1335,1/1/2020 4:25:56 AM,1/1/2020 8:31:13 AM,5809,14717,1586
1257,1/1/2020 3:52:40 AM,1/1/2020 8:31:53 AM,11871,16753,1119
1050,1/1/2020 2:34:19 AM,1/1/2020 8:32:15 AM,17347,21476,0
1226,1/1/2020 3:38:36 AM,1/1/2020 8:34:09 AM,10632,17733,1449
1103,1/1/2020 2:54:57 AM,1/1/2020 8:39:19 AM,14960,20662,1965
1069,1/1/2020 2:40:49 AM,1/1/2020 8:39:26 AM,8374,21517,453
1384,1/1/2020 4:44:37 AM,1/1/2020 8:43:44 AM,9608,14347,421
1411,1/1/2020 4:58:05 AM,1/1/2020 8:45:00 AM,6006,13615,2529
489,1/1/2020 12:00:00 AM,1/1/2020 8:45:07 AM,11801,31507,1296
1125,1/1/2020 3:01:51 AM,1/1/2020 8:46:16 AM,15205,20665,219
1388,1/1/2020 4:44:44 AM,1/1/2020 9:12:12 AM,7805,16048,2137
1188,1/1/2020 3:25:38 AM,1/1/2020 9:18:45 AM,15725,21187,1990
1336,1/1/2020 4:25:56 AM,1/1/2020 9:25:05 AM,12718,17949,1766
241,1/1/2020 12:00:00 AM,1/1/2020 9:43:18 AM,16291,34998,574
1331,1/1/2020 4:25:51 AM,1/1/2020 9:43:24 AM,11595,19053,1407
1302,1/1/2020 4:15:54 AM,1/1/2020 9:51:18 AM,14709,20124,653
1310,1/1/2020 4:17:57 AM,1/1/2020 9:53:52 AM,14796,20155,1109
1306,1/1/2020 4:17:03 AM,1/1/2020 10:24:30 AM,15517,22047,1069
1311,1/1/2020 4:18:16 AM,1/1/2020 10:32:58 AM,16948,22482,999
1371,1/1/2020 4:36:36 AM,1/1/2020 10:38:51 AM,16697,21735,1764
1309,1/1/2020 4:17:57 AM,1/1/2020 10:47:32 AM,17470,23375,1101
1381,1/1/2020 4:43:46 AM,1/1/2020 10:54:03 AM,17086,22217,233
1340,1/1/2020 4:26:24 AM,1/1/2020 10:59:35 AM,15481,23591,1854
